,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),System Load (kW),Current (A),Dust and Dirt Accumulation (g/m²),Battery Low Flag,Customer Profile,Solar Irradiance (W/m²)
1117,24.27874451,197.8037445,0.221263239,0.316715659,0.221263239,1.005741994,1.118,False,Residential,
1118,23.328774,182.6284287,0.415010587,0.310850785,0.415010587,1.886411761,1.119,True,Residential,
1121,23.42217713,132.6866071,0.554264949,0.331923013,0.554264949,2.519386133,1.122,True,Residential,
1126,22.90198761,39.15785767,0.585035239,0.313380847,0.585035239,2.659251084,1.127,True,Residential,
1183,22.34459222,132.6866071,0.531017871,0.306452354,0.531017871,2.413717593,1.184,True,Residential,
1187,22.61551862,197.8037445,0.382793593,0.331694412,0.382793593,1.739970878,1.188,True,Residential,
1189,22.87561591,225.5519422,0.512643299,0.338479959,0.512643299,2.330196813,1.19,True,Residential,
1191,22.41731332,249.4408837,0.349070671,0.32620862,0.349070671,1.586684869,1.192,False,Residential,
1192,23.25791421,259.8076211,0.505290894,0.301301173,0.505290894,2.296776792,1.193,True,Residential,
1194,23.65455448,277.1638598,0.489080061,0.307195811,0.489080061,2.223091188,1.195,True,Residential,
1196,24.39986764,289.7777479,0.309970549,0.32523652,0.309970549,1.408957041,1.197,False,Residential,
1197,24.0261957,294.2355841,0.593353808,0.32018832,0.593353808,2.697062763,1.198,True,Residential,
1199,24.17582032,299.357677,0.252065724,0.319767128,0.252065724,1.14575329,1.2,False,Residential,
1200,23.27418978,300.0,0.452283703,0.331590117,0.452283703,2.055835014,1.201,True,Residential,
1202,22.93595585,297.4334584,0.487657163,0.36835861,0.487657163,2.216623468,1.203,False,Residential,
1203,22.46714901,294.2355841,0.546557601,0.320802684,0.546557601,2.484352731,1.204,True,Residential,
1205,22.316216,284.0790388,0.20505969,0.330166617,0.20505969,0.932089498,1.206,False,Residential,
1206,23.01448081,277.1638598,0.569485193,0.349921454,0.569485193,2.588569057,1.207,True,Residential,
1208,23.08991991,259.8076211,0.525823428,0.344106576,0.525823428,2.390106492,1.209,True,Residential,
1210,23.00767178,238.0060021,0.394867784,0.339962846,0.394867784,1.794853563,1.211,False,Residential,
1211,22.71700227,225.5519422,0.277421175,0.3007474,0.277421175,1.261005341,1.212,True,Residential,
1213,21.91146363,197.8037445,0.412375653,0.340813101,0.412375653,1.874434787,1.214,True,Residential,
1215,21.0,166.6710699,0.37235172,0.332827231,0.37235172,1.69250782,1.216,True,Residential,
1217,21.0,132.6866071,0.53998145,0.318907068,0.53998145,2.454461138,1.218,True,Residential,
1222,21.44746314,39.15785767,0.26891028,0.303935777,0.26891028,1.222319454,1.223,True,Residential,
1277,21.69249789,96.43183959,0.38370203,0.300140808,0.38370203,1.744100134,1.278,True,Residential,
1281,21.76948117,166.6710699,0.327409516,0.327696169,0.327409516,1.488225073,1.282,True,Residential,
1283,22.2842007,197.8037445,0.322018745,0.333168665,0.322018745,1.463721567,1.284,False,Residential,
1284,21.28588235,212.1320344,0.47989242,0.302114915,0.47989242,2.181329181,1.285,True,Residential,
1287,21.15722741,249.4408837,0.381118265,0.351064305,0.381118265,1.732355749,1.288,False,Residential,
1288,21.64571752,259.8076211,0.516882237,0.318144959,0.516882237,2.349464712,1.289,True,Residential,
1290,21.0,277.1638598,0.578110553,0.321141761,0.578110553,2.62777524,1.291,True,Residential,
1292,21.36205353,289.7777479,0.216109641,0.316924848,0.216109641,0.982316548,1.293,False,Residential,
1293,21.65330121,294.2355841,0.29146848,0.335341875,0.29146848,1.324856725,1.294,False,Residential,
1294,21.75102983,297.4334584,0.29797431,0.336033651,0.29797431,1.354428682,1.295,False,Residential,
1295,21.58094585,299.357677,0.492755064,0.335898438,0.492755064,2.239795746,1.296,True,Residential,
1297,21.6182406,299.357677,0.511656913,0.362549091,0.511656913,2.325713243,1.298,False,Residential,
1298,21.1266491,297.4334584,0.469406669,0.309474282,0.469406669,2.133666679,1.299,True,Residential,
1300,21.8323624,289.7777479,0.509837779,0.340039875,0.509837779,2.31744445,1.301,True,Residential,
1302,21.0,277.1638598,0.387301431,0.356044627,0.387301431,1.760461049,1.303,False,Residential,
1303,21.51827253,269.0618225,0.438168742,0.328510234,0.438168742,1.991676102,1.304,True,Residential,
1305,22.08695765,249.4408837,0.215830979,0.35118541,0.215830979,0.981049905,1.306,False,Residential,
1306,23.03507185,238.0060021,0.403782324,0.359587886,0.403782324,1.8353742,1.307,False,Residential,
1307,22.19820137,225.5519422,0.513595587,0.318143805,0.513595587,2.334525397,1.308,True,Residential,
1310,22.4400687,182.6284287,0.440700292,0.348616839,0.440700292,2.003183144,1.311,True,Residential,
1312,22.17948692,150.0,0.41531693,0.32576664,0.41531693,1.887804225,1.313,True,Residential,
1315,21.91980484,96.43183959,0.375120849,0.321310317,0.375120849,1.70509477,1.316,True,Residential,
1320,21.88951034,3.67e-14,0.596407279,0.300375967,0.596407279,2.71094218,1.321,True,Residential,
1375,23.52538743,132.6866071,0.420095015,0.301547119,0.420095015,1.909522797,1.376,True,Residential,
1378,24.36095661,182.6284287,0.219626042,0.308862784,0.219626042,0.99830019,1.379,True,Residential,
1380,24.35628703,212.1320344,0.247522688,0.349064317,0.247522688,1.125103129,1.381,False,Residential,
1381,23.71722435,225.5519422,0.316411736,0.340216654,0.316411736,1.438235165,1.382,False,Residential,
1382,23.12413965,238.0060021,0.422760745,0.317501705,0.422760745,1.921639752,1.383,True,Residential,
1384,23.67992225,259.8076211,0.296434909,0.33367324,0.296434909,1.347431405,1.385,False,Residential,
1385,23.64551426,269.0618225,0.288406418,0.324516418,0.288406418,1.310938263,1.386,False,Residential,
1386,23.06891436,277.1638598,0.215984793,0.319680269,0.215984793,0.98174906,1.387,False,Residential,
1387,24.03113967,284.0790388,0.320020772,0.334975036,0.320020772,1.454639874,1.388,False,Residential,
1388,24.87836378,289.7777479,0.313059886,0.325989603,0.313059886,1.42299948,1.389,False,Residential,
1389,24.13728156,294.2355841,0.429313082,0.320169068,0.429313082,1.951423102,1.39,True,Residential,
1391,25.48916843,299.357677,0.445452345,0.360758058,0.445452345,2.024783387,1.392,False,Residential,
1392,25.53986866,300.0,0.467956811,0.324234391,0.467956811,2.127076413,1.393,True,Residential,
1394,24.81925366,297.4334584,0.478778804,0.357084608,0.478778804,2.17626729,1.395,False,Residential,
1395,23.92977613,294.2355841,0.526148259,0.311748271,0.526148259,2.391582995,1.396,True,Residential,
1397,23.86072497,284.0790388,0.249824832,0.32621454,0.249824832,1.135567418,1.398,False,Residential,
1398,23.85691133,277.1638598,0.302824419,0.334778091,0.302824419,1.376474633,1.399,False,Residential,
1399,24.74067829,269.0618225,0.345084669,0.328362952,0.345084669,1.568566678,1.4,False,Residential,
1400,23.75217924,259.8076211,0.22617814,0.30935724,0.22617814,1.028082455,1.401,False,Residential,
1401,24.07714888,249.4408837,0.525551614,0.31776461,0.525551614,2.388870974,1.402,True,Residential,
1403,22.12038355,225.5519422,0.570261962,0.308238428,0.570261962,2.592099827,1.404,True,Residential,
1406,23.44638385,182.6284287,0.293646226,0.324544868,0.293646226,1.334755574,1.407,True,Residential,
1408,23.66559777,150.0,0.31189013,0.338458186,0.31189013,1.417682407,1.409,True,Residential,
1410,25.0442468,114.8050297,0.404540669,0.331157305,0.404540669,1.838821225,1.411,True,Residential,
1413,25.15801544,58.5270966,0.244090687,0.302242784,0.244090687,1.109503121,1.414,True,Residential,
1423,31.26097617,0.0,0.223162394,0.288438028,,1.014374518,0.001,True,Residential,0.0
1450,32.98957855,48.76387682,0.566722538,0.2,,2.576011535,0.028,True,Residential,162.5462561
1455,29.05969404,143.3529468,0.279684336,0.266142923,,1.271292436,0.033,True,Residential,477.8431559
1457,33.81747901,178.1388275,0.538072206,0.216853556,,2.445782754,0.035,True,Residential,593.7960916
1460,30.33183589,211.1557162,0.593421218,0.215587176,,2.697369175,0.038,True,Residential,703.8523873
1463,31.7420826,246.4631763,0.227116278,0.337022429,,1.032346719,0.041,False,Residential,821.543921
1464,31.0391216,284.2680859,0.313319866,0.329759484,,1.424181211,0.042,False,Residential,947.5602863
1465,32.95481195,280.9334804,0.202614341,0.349339269,,0.920974276,0.043,False,Residential,936.4449346
1466,29.43389324,278.9693407,0.252475609,0.355962702,,1.147616407,0.044,False,Residential,929.8978024
1467,33.92576807,282.2939393,0.376579556,0.332391297,,1.711725256,0.045,False,Residential,940.9797977
1468,31.41254946,284.0282226,0.419995364,0.298399512,,1.909069835,0.046,True,Residential,946.760742
1470,33.45068754,300.0,0.579451337,0.297001912,,2.633869715,0.048,True,Residential,1027.961829
1472,31.93022886,296.6890703,0.59223174,0.298116245,,2.691962455,0.05,True,Residential,988.9635676
1474,32.2603202,293.5158412,0.30853548,0.369361335,,1.402433999,0.052,False,Residential,978.3861373
1475,31.22312986,300.0,0.265108044,0.378084324,,1.205036566,0.053,False,Residential,1040.470584
1476,34.00645741,296.3094905,0.442434298,0.341553122,,2.011064993,0.054,False,Residential,987.6983018
1477,30.41761326,249.1550616,0.562532756,0.263208698,,2.556967072,0.055,True,Residential,830.516872
1479,34.34232957,220.7961579,0.404414972,0.288961619,,1.838249873,0.057,True,Residential,735.9871932
1481,34.81495331,236.1352722,0.256905565,0.348935963,,1.167752567,0.059,False,Residential,787.1175742
1482,30.26929697,240.8210721,0.523090815,0.278368528,,2.377685521,0.06,True,Residential,802.7369069
1484,30.85060533,203.4920962,0.533514084,0.251605052,,2.425064018,0.062,True,Residential,678.3069874
1487,32.90145132,142.2141882,0.271024982,0.309076307,,1.231931735,0.065,False,Residential,474.047294
1488,30.79966338,120.9543844,0.27869874,0.269640218,,1.266812456,0.066,True,Residential,403.1812812
1490,29.76230537,102.7111228,0.549863541,0.2,,2.499379733,0.068,True,Residential,342.3704094
1548,31.87021498,103.0316418,0.569582827,0.2,,2.589012851,0.126,True,Residential,343.438806
1553,32.67460927,222.2648128,0.202357303,0.345352885,,0.919805925,0.131,False,Residential,740.8827093
1554,34.28699177,234.3390982,0.325293605,0.322614259,,1.478607297,0.132,False,Residential,781.1303273
1555,29.25728733,241.7657505,0.306322058,0.306475182,,1.392372992,0.133,False,Residential,805.885835
1556,33.44724452,234.9731702,0.306702515,0.288542846,,1.39410234,0.134,True,Residential,783.2439007
1558,31.69163238,262.3681501,0.28941451,0.338198967,,1.3155205,0.136,False,Residential,874.5605005
1559,31.05035872,259.2890588,0.573065044,0.25975497,,2.60484111,0.137,True,Residential,864.2968627
1561,31.92482789,279.922625,0.423427394,0.294929207,,1.924669975,0.139,True,Residential,933.0754167
1563,32.3296481,276.1677447,0.387495173,0.331006677,,1.761341694,0.141,False,Residential,920.5591491
1564,32.98844799,300.0,0.26279011,0.340309149,,1.1945005,0.142,False,Residential,1072.68661
1565,29.70606262,300.0,0.295419558,0.34145426,,1.342816173,0.143,False,Residential,1024.42075
1566,30.84927335,300.0,0.352213774,0.328400816,,1.6009717,0.144,False,Residential,1009.031632
1567,31.90919989,300.0,0.331714391,0.320472218,,1.507792684,0.145,False,Residential,1000.133064
1568,34.12129634,294.0672763,0.399061592,0.29422364,,1.813916326,0.146,True,Residential,980.2242542
1570,29.96531187,300.0,0.224356839,0.385087604,,1.019803814,0.148,False,Residential,1004.8827
1571,29.84203545,279.2754281,0.244375127,0.393812679,,1.110796034,0.149,False,Residential,930.9180935
1572,30.97151058,262.9005313,0.457117076,0.345258543,,2.077804891,0.15,False,Residential,876.3351042
1573,31.02102025,263.196276,0.396222908,0.312001885,,1.80101322,0.151,False,Residential,877.32092
1574,32.25356974,259.1000277,0.212390083,0.323679371,,0.965409469,0.152,False,Residential,863.666759
1575,33.98831763,254.6122326,0.225798018,0.330882924,,1.026354628,0.153,False,Residential,848.7074421
1576,31.2728437,226.5086366,0.313929477,0.309027714,,1.42695217,0.154,False,Residential,755.0287886
1577,30.65999333,243.7737819,0.293301093,0.296645887,,1.333186785,0.155,True,Residential,812.5792729
1579,32.20342137,200.5994187,0.366418045,0.304532452,,1.66553657,0.157,False,Residential,668.6647288
1580,34.9419209,170.7097278,0.36385647,0.256245767,,1.653893044,0.158,True,Residential,569.0324261
1583,29.92793602,143.1938961,0.403721509,0.269511466,,1.835097767,0.161,True,Residential,477.312987
1585,32.65009952,128.4946041,0.248295562,0.271826169,,1.12861619,0.163,True,Residential,428.315347
1587,32.90201815,79.54000541,0.230755115,0.263296285,,1.048886885,0.165,True,Residential,265.1333514
1642,33.52151372,71.72393938,0.238679666,0.272200057,,1.084907572,0.22,True,Residential,239.0797979
1645,31.75639395,106.6072386,0.469927956,0.225902688,,2.136036164,0.223,True,Residential,355.3574621
1649,31.56624435,178.5016324,0.281791437,0.302902752,,1.280870169,0.227,False,Residential,595.0054415
1650,32.51368764,180.1181898,0.569279012,0.205612546,,2.587631874,0.228,True,Residential,600.3939659
1653,31.9725522,232.4031504,0.494515459,0.249534356,,2.24779754,0.231,True,Residential,774.6771681
1655,30.99476678,252.2132284,0.306902802,0.299208843,,1.395012734,0.233,True,Residential,840.7107614
1657,29.1461832,266.3181902,0.229884589,0.371659153,,1.04492995,0.235,False,Residential,887.7273006
1658,29.13264103,279.8367353,0.448348452,0.329531224,,2.037947509,0.236,False,Residential,932.7891176
1659,29.72216479,270.3386658,0.45547421,0.283247338,,2.070337316,0.237,True,Residential,901.1288859
1661,29.67107492,292.9143457,0.582888634,0.276350846,,2.649493793,0.239,True,Residential,976.3811525
1663,29.69598266,300.0,0.359392376,0.335648934,,1.63360171,0.241,False,Residential,1002.148574
1664,30.44764056,300.0,0.417616113,0.306244906,,1.898255059,0.242,False,Residential,1004.032497
1665,34.63044213,289.8813872,0.351407229,0.290863445,,1.597305586,0.243,True,Residential,966.2712906
1667,30.66438495,274.5046696,0.578309715,0.285911272,,2.628680522,0.245,True,Residential,915.0155652
1669,32.25224535,255.7174033,0.267375997,0.355026059,,1.215345441,0.247,False,Residential,852.3913444
1670,32.96631873,257.8823877,0.373892488,0.326023534,,1.699511309,0.248,False,Residential,859.6079589
1671,29.61451159,240.3638788,0.572344326,0.243028422,,2.601565119,0.249,True,Residential,801.2129295
1673,29.9812983,251.4852232,0.418358915,0.266581688,,1.901631433,0.251,True,Residential,838.2840774
1675,31.82133387,198.0091283,0.267567527,0.309713495,,1.21621603,0.253,False,Residential,660.0304278
1676,30.5837712,185.7910198,0.321569237,0.27576894,,1.461678352,0.254,True,Residential,619.3033994
1678,33.14134559,155.1956768,0.405451585,0.255246289,,1.842961751,0.256,True,Residential,517.3189228
1681,33.08466355,149.6279911,0.256973887,0.296618297,,1.168063124,0.259,True,Residential,498.7599704
1683,32.45309925,66.90462808,0.322356917,0.250252917,,1.465258713,0.261,True,Residential,223.0154269
1739,32.52296077,94.5454147,0.477909067,0.21631055,,2.172313939,0.317,True,Residential,315.1513823
1743,34.06948167,134.1727318,0.291448815,0.265383272,,1.324767341,0.321,True,Residential,447.2424394
1745,33.8932459,171.3776222,0.538788535,0.217020024,,2.449038798,0.323,True,Residential,571.2587406
1748,31.64681032,227.9473931,0.338714639,0.287615882,,1.539611993,0.326,True,Residential,759.8246438
1750,33.0105912,245.6469167,0.595818652,0.253314627,,2.7082666,0.328,True,Residential,818.8230558
1752,32.53010612,251.9950497,0.298155413,0.300307063,,1.355251878,0.33,False,Residential,839.9834991
1753,30.1940336,258.2828331,0.583305566,0.21905138,,2.651388935,0.331,True,Residential,860.9427768
1756,33.43494776,274.3058319,0.365256286,0.316670154,,1.660255844,0.334,False,Residential,914.3527732
1757,34.68409457,298.4131846,0.466537301,0.274639125,,2.120624095,0.335,True,Residential,994.7106155
1759,34.69085552,284.6453993,0.501946774,0.291702276,,2.281576246,0.337,True,Residential,948.8179977
1761,30.49753192,289.7437438,0.549410751,0.298704863,,2.497321595,0.339,True,Residential,965.8124792
1763,30.14772771,300.0,0.549602014,0.306535149,,2.498190973,0.341,False,Residential,1027.428899
1764,34.85645547,300.0,0.438649626,0.271872742,,1.993861935,0.342,True,Residential,1019.843728
1766,31.78741299,224.5122079,0.562037951,0.25661991,,2.55471796,0.344,True,Residential,748.3740265
1768,30.49271927,247.5286202,0.428007059,0.273495803,,1.945486631,0.346,True,Residential,825.0954007
1770,32.41004641,195.7073877,0.440375422,0.267933268,,2.001706462,0.348,True,Residential,652.3579588
1772,31.92408138,194.5855555,0.4817467,0.244349828,,2.189757726,0.35,True,Residential,648.6185183
1775,30.78163309,169.6071825,0.549846385,0.234973739,,2.49930175,0.353,True,Residential,565.357275
1779,29.02826561,71.8543206,0.417275901,0.219740988,,1.896708641,0.357,True,Residential,239.514402
1836,33.9912327,71.43869862,0.585386043,0.2,,2.660845648,0.414,True,Residential,238.1289954
1841,33.61491233,162.5959315,0.322508457,0.283962095,,1.46594753,0.419,True,Residential,541.9864382
1843,34.24445511,194.5268892,0.496182462,0.260264177,,2.255374826,0.421,True,Residential,648.4229641
1845,30.96371562,254.1379025,0.596641265,0.221825737,,2.71200575,0.423,True,Residential,847.1263417
